Time,x_d,y_d,theta_d,v_,delta_
55.145955,-2.125847,-0.6321693,0.7463929,0.3834832,-0.2067408
55.1959967,-2.1119422,-0.6194768,0.7333457,0.3850582,-0.2032271
55.2460384,-2.0978054,-0.6069046,0.7204657,0.386673,-0.1997219
55.2960801,-2.0834382,-0.594453,0.7077528,0.3883259,-0.1962305
55.3461218,-2.0688421,-0.5821224,0.6952068,0.3900155,-0.1927578
55.3961635,-2.0540188,-0.5699131,0.6828273,0.3917401,-0.1893085
55.4462052,-2.0389699,-0.5578255,0.6706135,0.3934982,-0.1858867
55.4962469,-2.0236969,-0.5458599,0.6585649,0.3952882,-0.1824964
55.5462886,-2.0082017,-0.5340166,0.6466803,0.3971083,-0.1791413
55.5963303,-1.9924859,-0.5222959,0.6349586,0.398957,-0.1758246
55.646372,-1.9765513,-0.5106982,0.6233986,0.4008325,-0.1725492
55.6964137,-1.9603995,-0.4992237,0.6119988,0.4027333,-0.1693178
55.7464554,-1.9440324,-0.4878729,0.6007576,0.4046576,-0.1661329
55.7964971,-1.9274517,-0.476646,0.5896735,0.4066039,-0.1629966
55.8465388,-1.9106593,-0.4655433,0.5787447,0.4085704,-0.1599107
55.8965805,-1.8936571,-0.4545651,0.5679693,0.4105556,-0.1568768
55.9466222,-1.8764468,-0.4437117,0.5573453,0.4125577,-0.1538963
55.9966639,-1.8590304,-0.4329835,0.5468707,0.4145751,-0.1509705
56.0467056,-1.8414099,-0.4223806,0.5365435,0.4166063,-0.1481003
56.0967473,-1.823587,-0.4119035,0.5263615,0.4186497,-0.1452864
56.146789,-1.8055638,-0.4015524,0.5163225,0.4207036,-0.1425296
56.1968307,-1.7873424,-0.3913276,0.5064242,0.4227666,-0.1398301
56.2468724,-1.7689245,-0.3812293,0.4966643,0.4248371,-0.1371883
56.2969141,-1.7503124,-0.3712578,0.4870406,0.4269135,-0.1346044
56.3469558,-1.731508,-0.3614135,0.4775506,0.4289945,-0.1320783
56.3969975,-1.7125134,-0.3516965,0.468192,0.4310785,-0.1296101
56.4470392,-1.6933307,-0.3421072,0.4589623,0.433164,-0.1271994
56.4970809,-1.6739621,-0.3326458,0.4498593,0.4352498,-0.1248459
56.5471226,-1.6544095,-0.3233126,0.4408804,0.4373343,-0.1225494
56.5971643,-1.6346752,-0.3141078,0.4320233,0.4394162,-0.1203093
56.647206,-1.6147613,-0.3050317,0.4232855,0.4414943,-0.118125
56.6972477,-1.5946701,-0.2960845,0.4146646,0.4435671,-0.115996
56.7472894,-1.5744037,-0.2872665,0.4061582,0.4456335,-0.1139217
56.7973311,-1.5539644,-0.2785779,0.3977638,0.4476921,-0.1119013
56.8473728,-1.5333543,-0.270019,0.3894792,0.4497417,-0.1099341
56.8974145,-1.5125759,-0.2615899,0.3813019,0.4517811,-0.1080192
56.9474562,-1.4916313,-0.253291,0.3732295,0.4538093,-0.106156
56.9974979,-1.4705228,-0.2451224,0.3652597,0.4558249,-0.1043436
57.0475396,-1.4492528,-0.2370844,0.3573901,0.4578269,-0.102581
57.0975813,-1.4278237,-0.2291772,0.3496185,0.4598142,-0.1008675
57.147623,-1.4062376,-0.221401,0.3419426,0.4617858,-0.0992022
57.1976647,-1.3844972,-0.2137561,0.33436,0.4637406,-0.0975841
57.2477064,-1.3626046,-0.2062425,0.3268686,0.4656775,-0.0960125
57.2977481,-1.3405624,-0.1988607,0.3194662,0.4675957,-0.0944863
57.3477898,-1.3183729,-0.1916106,0.3121504,0.4694942,-0.0930047
57.3978315,-1.2960386,-0.1844926,0.3049192,0.4713719,-0.0915668
57.4478732,-1.2735619,-0.1775069,0.2977705,0.473228,-0.0901718
57.4979149,-1.2509454,-0.1706535,0.290702,0.4750617,-0.0888186
57.5479566,-1.2281914,-0.1639328,0.2837118,0.476872,-0.0875066
57.5979983,-1.2053025,-0.1573449,0.2767977,0.4786582,-0.0862347
57.64804,-1.1822812,-0.15089,0.2699577,0.4804193,-0.0850022
57.6980817,-1.1591301,-0.1445683,0.2631898,0.4821546,-0.0838083
57.7481234,-1.1358516,-0.1383799,0.2564921,0.4838634,-0.082652
57.7981651,-1.1124484,-0.132325,0.2498625,0.4855448,-0.0815327
57.8482068,-1.088923,-0.1264037,0.2432991,0.4871983,-0.0804495
57.8982485,-1.0652779,-0.1206163,0.2368001,0.4888229,-0.0794016
57.9482902,-1.0415159,-0.1149629,0.2303635,0.4904182,-0.0783884
57.9983319,-1.0176394,-0.1094437,0.2239876,0.4919833,-0.077409
58.0483736,-0.9936512,-0.1040587,0.2176704,0.4935177,-0.0764628
58.0984153,-0.9695538,-0.0988082,0.2114102,0.4950208,-0.075549
58.148457,-0.9453499,-0.0936923,0.2052052,0.4964919,-0.074667
58.1984987,-0.9210422,-0.0887111,0.1990536,0.4979304,-0.0738161
58.2485405,-0.8966333,-0.0838648,0.1929537,0.4993359,-0.0729957
58.2985822,-0.8721259,-0.0791535,0.1869039,0.5007076,-0.0722052
58.3486239,-0.8475227,-0.0745773,0.1809024,0.5020452,-0.0714439
58.3986656,-0.8228264,-0.0701364,0.1749475,0.5033481,-0.0707113
58.4487073,-0.7980398,-0.0658308,0.1690377,0.5046158,-0.0700069
58.498749,-0.7731654,-0.0616608,0.1631713,0.5058478,-0.06933
58.5487907,-0.7482062,-0.0576264,0.1573467,0.5070438,-0.0686802
58.5988324,-0.7231648,-0.0537277,0.1515623,0.5082031,-0.0680569
58.6488741,-0.6980439,-0.0499648,0.1458165,0.5093255,-0.0674597
58.6989158,-0.6728463,-0.0463379,0.1401079,0.5104105,-0.0668882
58.7489575,-0.6475749,-0.042847,0.1344349,0.5114577,-0.0663418
58.7989992,-0.6222323,-0.0394922,0.1287959,0.5124668,-0.0658201
58.8490409,-0.5968213,-0.0362736,0.1231896,0.5134373,-0.0653228
58.8990826,-0.5713448,-0.0331914,0.1176143,0.514369,-0.0648495
58.9491243,-0.5458056,-0.0302456,0.1120688,0.5152616,-0.0643997
58.999166,-0.5202064,-0.0274362,0.1065514,0.5161146,-0.0639731
59.0492077,-0.49455,-0.0247634,0.1010608,0.5169279,-0.0635694
59.0992494,-0.4688393,-0.0222272,0.0955956,0.5177011,-0.0631883
59.1492911,-0.4430772,-0.0198277,0.0901543,0.5184341,-0.0628295
59.1993328,-0.4172663,-0.0175649,0.0847355,0.5191264,-0.0624926
59.2493745,-0.3914096,-0.015439,0.079338,0.5197779,-0.0621775
59.2994162,-0.36551,-0.01345,0.0739602,0.5203885,-0.0618839
59.3494579,-0.3395702,-0.0115979,0.0686009,0.5209578,-0.0616115
59.3994996,-0.313593,-0.0098828,0.0632586,0.5214857,-0.0613601
59.4495413,-0.2875815,-0.0083047,0.0579321,0.521972,-0.0611296
59.499583,-0.2615383,-0.0068638,0.05262,0.5224165,-0.0609197
59.5496247,-0.2354664,-0.0055599,0.0473209,0.5228192,-0.0607303
59.5996664,-0.2093687,-0.0043932,0.0420335,0.5231798,-0.0605613
59.6497081,-0.1832479,-0.0033636,0.0367566,0.5234982,-0.0604124
59.6997498,-0.157107,-0.0024713,0.0314888,0.5237745,-0.0602836
59.7497915,-0.1309489,-0.0017162,0.0262288,0.5240083,-0.0601748
59.7998332,-0.1047764,-0.0010984,0.0209752,0.5241998,-0.0600859
59.8498749,-0.0785924,-0.0006179,0.0157269,0.5243488,-0.0600169
59.8999166,-0.0523997,-0.0002746,0.0104824,0.5244552,-0.0599676
59.9499583,-0.0262013,-6.87e-05,0.0052406,0.5245191,-0.059938
60,-0,0,0,0.5245404,-0.0599282
